gender,count,selection_rate,accuracy,error_rate,TPR,FPR
Female,10943.0,0.0021018002375948093,0.8865027871698803,0.11349721283011971,0.00487408610885459,0.0017504118616144975
Male,9411.0,0.0018063967697375411,0.8885346934438423,0.11146530655615772,0.0038461538461538464,0.0015529805280133796
