gender,count,selection_rate,accuracy,error_rate,TPR,FPR
Female,10943.0,0.00045691309512930643,0.8872338481220872,0.11276615187791283,0.0008123476848090983,0.00041186161449752884
Male,9411.0,0.000318775900541919,0.8893847625119541,0.11061523748804591,0.0009615384615384616,0.00023892008123282762
