gender,count,selection_rate,accuracy,error_rate,TPR,FPR
Female,10943.0,0.006579548569862012,0.8834871607420268,0.11651283925797318,0.011372867587327376,0.005971993410214168
Male,9411.0,0.0026564658378493253,0.8876846243757305,0.11231537562426952,0.0038461538461538464,0.00250866085294469
