gender,count,selection_rate,accuracy,error_rate,TPR,FPR
Female,10943.0,9.138261902586128e-05,0.8874166133601389,0.11258338663986112,0.0,0.00010296540362438221
Male,9411.0,0.00021251726702794602,0.8892785038784401,0.1107214961215599,0.0,0.00023892008123282762
