gender,count,selection_rate,accuracy,error_rate,TPR,FPR
Female,10943.0,0.026044046422370466,0.8704194462213287,0.12958055377867128,0.039805036555645816,0.024299835255354202
Male,9411.0,0.020082881734140898,0.8759961746891936,0.12400382531080645,0.02980769230769231,0.018874686417393382
