gender,count,selection_rate,accuracy,error_rate,TPR,FPR
Female,10943.0,0.00018276523805172256,0.887325230741113,0.11267476925888698,0.0,0.00020593080724876442
Male,9411.0,0.0008500690681117841,0.8892785038784401,0.1107214961215599,0.0028846153846153848,0.000597300203082069
